name,wording,uid,voice,tags
dlg_cannons_outro_02,The Victorious Evil had managed to defeat this Cthellolula – or something like that. The day was saved!,9427,1,
dlg_cannons_outro_03,Finally. So now can I go on my well-deserved vacation? I'd better start with a bucket of sangria…,9428,2,
dlg_cannons_outro_04,"Unfortunately, Thalya's vacation was coming to an end. Hopefully she had had a refreshing stay, for the Heaping-Quests-Upon-Her Evil still had loads for her to do!",9429,1,
dlg_cannons_outro_05,What? Nnnoooooooooo…,9430,2,
dlg_cannons_outro_lose_01,"The Dungeonheart shattered into a thousand tiny splinters, which an underpaid cleaner would now have to sweep up. The Unfortunate Evil would also continue to have this Chtollo – or something like that – on its neck. Sorry, but that's the… END!",9425,1,
dlg_cathedral_captain_start_info_01,"Huh? The Armies of Evil? HERE? Damn it all, how did that happen? Time to call out the heavy guns! Right men, get ready to attack in waves!",4217,10,
dlg_cathedral_captain_start_info_02,"Uh, excuse me, sir… Wouldn't it make more sense if we attacked all at once?",4294,11,
dlg_cathedral_captain_start_info_03,"Pff, where's the fun in that? Wave after wave, that's a strategy for real men!",4295,10,
dlg_cathedral_captain_start_info_04,"Thanks to the enemy's limited tactical finesse their destruction was virtually unavoidable. So it was time to decorate for the victory celebration, to get the beer and hire the Orc dancers… Okay, maybe not Orcs… I shudder at the thought…",4296,1,
dlg_cathedral_captain_start_info_05,"They’re going to be child’s play. Leave them to me!… I mean, hold them back and let them hit you while I deal with them!",4297,2,
dlg_cathedral_evil_hub_end_choice_spawner_alive_01,"We have conquered the last lair of Good! Good is more or less destroyed! Ha, good thing I switched sides!",4219,2,
dlg_cathedral_evil_hub_end_choice_spawner_alive_02,"In fact, the Drooling Evil had claimed all the evilness in these lands. Taking the rest of the camps would be a cakewalk! Easy as stealing candy from a baby!",4298,1,
dlg_cathedral_evil_hub_end_choice_spawner_alive_03,"Candy from a baby, Simple my arse. Ever tried it? The screaming and crying and fetching their parents and family as reinforcements… And those little beasts bite pretty damn hard!
Um *harrumph* not that I have any personal experience, of course!",4299,1,
dlg_cathedral_evil_hub_end_choice_spawner_alive_04,"The Ultimate… Chaotic… Absolute… whatever Evil will be happy. I am! Ha ha ha, Father is going to be so angry!",4300,2,
dlg_cathedral_evil_hub_end_choice_spawner_alive_05,Do you really know what you’re doing? You wanted to be good! You had dedicated yourself to the Light! Stop and really think about your deeds.,4307,9,
dlg_cathedral_evil_hub_end_choice_spawner_alive_06,Can you please just stop with the Gollum thing? We already had too many “Lord of the Rings” gags in the last two games! Enough is enough!,4308,1,
dlg_cathedral_evil_hub_end_choice_spawner_alive_07,"Exactly. Just shut it, Good me.",4309,2,
dlg_cathedral_evilness_end_01,The Progress-Addicted Evil had unlocked some new research and immediately set about trying it out!,4206,1,
dlg_cathedral_evilness_population_01,The Pulling-Out-All-The-Stops Evil had reached its creature Population Point limit. It would first have to increase this before it could increase the size of its army.,7070,1,
dlg_cathedral_evilness_start_01,"Delicious evilness flowed into the Dungeonheart and filled it with power. New research was thus made available, which would help the dungeon to even greater power. The Impatient Evil immediately began to research something!",4205,1,
dlg_cathedral_first_evil_hub_end_01,"The little town of Good was destroyed and turned into a hotbed of Evilness. Cracks formed on the surface, and something… guess!… Evil rose from the depths.",4204,1,
dlg_cathedral_first_evil_hub_end_02,"This evilness, in a practical spherical form, was the sweet lifeblood which flowed through the Personified Evil's veins. It stimulated the Armies of Evil and swelled their power.",4269,1,
dlg_cathedral_first_evil_hub_end_03,"All this lofty bla bla without any impact on the game aside, it was another resource primarily – or exclusively – used for more powerful research.",4270,1,
dlg_cathedral_first_evil_hub_start_01,"The Armies of Evil reached one of those disgustingly good places that had survived the destruction of Twistram. The Ice-Cold Hand, I mean Evil, would deal with it immediately!",4203,1,
dlg_cathedral_first_time_outside_info_01,"Blinding beams of light met the Dauntless Evil's creatures. They briefly squinted at the disgusting brightness. Finally they grinned, satisfied. At last they were able to carry the battle to the good people and were not limited to protecting themselves in a dungeon. As is the case with other representatives of the genre. *Cough*",4200,1,
dlg_cathedral_first_time_outside_info_02,"Follow me, sons of Rohan, uh I mean my vicious Hordes. Let’s get these tree huggers and wimps!",4260,2,
dlg_cathedral_first_time_outside_info_choice_big_army_01,"Thalya had raised an astonishingly huge army for the Maximum-Population-Challenging Evil. With this army, it should be easy to obliterate the miserable remains of Twistram and its surroundings!",4202,1,
dlg_cathedral_first_time_outside_info_choice_big_army_02,"This will be a cakewalk! Forward march, let's flatten the rest, smash everything we see and tip over all of the flowerpots!",4263,2,
dlg_cathedral_first_time_outside_info_choice_small_army_01,"Thalya had scraped together a few miserable remnants for the Not-Exactly-Impressed Evil, which could hardly be called an army. This would be a suicide mission, at best! Not that the Couldn't-Give-A-Damn-About-His-Subordinates Evil would worry about that!",4201,1,
dlg_cathedral_first_time_outside_info_choice_small_army_02,"Ha, that will not stop us. Forward! We will defeat the Good!",4261,2,
dlg_cathedral_first_time_outside_info_choice_small_army_03,"That seems… somewhat cocky to me. But hey, Armies of Evil were famous for their will to survive…",4262,1,
dlg_cathedral_heroes_active_info_01,"Uh, what is going on here? I feel a disturbance in the force!",4207,10,
dlg_cathedral_heroes_active_info_02,"The deeds of the Conspicuous Evil and its henchmen had not gone unnoticed. As a matter of fact, even a blind man could see the destruction they left behind them. As idiotic Heroes do, they sent out a small patrol to scout the area!",4271,1,
dlg_cathedral_heroes_active_info_03,"Move out, men! Have a look around and report back to me. While I would love to accompany you myself, I'm currently um… teaching myself to play the ukelele…",4272,10,
dlg_cathedral_heroes_arrived_dungeon_idle_01,"Hey, where does this lead? We should take a closer look…",4212,11,
dlg_cathedral_heroes_arrived_dungeon_idle_02,"The first heroes had discovered the Not-So-Well-Hidden Evil's dungeon and now entered its depths. Of course, the Insidious Evil had already prepared a despicable reception for them… At least I hope so!",4213,1,
dlg_cathedral_heroes_arrived_dungeon_idle_03,"Even if that's not the case, I will kill these ridiculous do-gooders myself! They will pay for mocking me over the years!",4214,2,
dlg_cathedral_heroes_arrived_dungeon_idle_04,"Wait a minute, what am I saying? Those are my friends, how can I plan their deaths?",4215,9,
dlg_cathedral_heroes_arrived_dungeon_idle_05,"Thalya had chosen an extremely unfavorable time for moral doubts. Luckily, her evil Dark Elf heritage prevailed. Hey, Thalya, you're evil, so act like it!",4275,1,
dlg_cathedral_heroes_arrived_dungeon_idle_06,"What? Oh yeah, okay… KILL THEM ALL!",4276,2,
dlg_cathedral_heroes_arrived_village_idle_01,"By the Goddess of Light, what happened here? The whole city is in ruins. I drank a beer right over there just yesterday!",4208,11,
dlg_cathedral_heroes_arrived_village_idle_02,"Wasn't that the “Staggering Pony” tavern? By the Goddess, I won't be getting any more roast pork there.",4209,12,
dlg_cathedral_heroes_arrived_village_idle_03,"Oh no, the studio burned down! And I was going to come here tonight for Pilates!",4210,11,
dlg_cathedral_heroes_arrived_village_idle_04,"Hey, wasn't that “Vinnie's Vegan Cuisine”? Oh well, no real loss there! Ha ha ha!",4211,12,
dlg_cathedral_intro_01,Twistram looked like the leftovers from a heavy metal concert.,1,1,
dlg_cathedral_intro_04,"What… what have I done! Oh, no, I've fallen to evil again! Father will be beside himself! He was right when he said: “You either die a hero or you live long enough to see yourself become the villain.”",4193,9,
dlg_cathedral_intro_05,"Although, in a way it was fun to be evil. Burning things, pillaging and showing those nasty goody two-shoes where the hammer hangs! Ha, they just looked down at me anyway. MY REVENGE WILL BE TERRIBLE!",4194,2,
dlg_cathedral_intro_06,"While Thalya was delivering a typical villainous monologue, something happened around her…
From the depths arose… a pulsating crystal, filled with the Magic-Savvy Evil's power. A Dungeonheart. Not to be confused with those dungeon hearts from other games. We don't want to be sued… again…",4195,1,
dlg_cathedral_intro_07,Mellow greetings. What seems to be your boggle?,4196,9,
dlg_cathedral_intro_09,"Secret mental messages were exchanged between Thalya and the Mentally-Savvy Evil's crystal. We could explain this in detail at this point, but that would require a three-hour monologue on my part and I am definitely not being paid enough for that!",4249,1,
dlg_cathedral_intro_11,"Ha, right, then. I will make these people suffer for mocking me! Father’s henchmen never liked me, anyway, and always insulted me, calling me pointy eared! It's time for my well-deserved – REVENGE!",4251,2,
dlg_cathedral_intro_12,The Game-Logic-Internalizing Evil had given Thalya an assignment. Out there on the surface were shamelessly good places in urgent need of destruction.,4252,1,
dlg_cathedral_intro_13,"No problem, I’ll take care of it. I and… an Evil Army!",4254,2,
dlg_cathedral_intro_14,"Naturally, the Strategically-Well-Versed Evil did not send its new general into battle alone. A dungeon had to be built and creatures hired to provide her with a powerful army.",4255,1,
dlg_cathedral_intro_15,"Of course, the Sophisticatedly-Thinking Evil already knew which way the wind blew in a dungeon. However, should it be hit by short-term memory loss, it could effortlessly look up things in the fabulous Almanac!",4256,1,
dlg_cathedral_mission_caption,Twistram in ruins,5580,1,
dlg_cathedral_mission_description,"Thalya, the Dark Elf, had turned to evil and laid the “Fatiguing Library” in ruins. Now she began to build a small power base in its vaults. Her first dungeon…",5581,1,
dlg_cathedral_outro_01,Thalya and the Destructive Evil's army had succeeded in destroying Twistram and the surrounding area. Good no longer existed in this land.,4221,1,
dlg_cathedral_outro_02,"Oi, what the hell happened here?",4222,7,
dlg_cathedral_outro_03,"Uh, apparently not quite all of the good guys were defeated. The Dwarven King Grimli, an old drinking buddy of Tanos the Paladin, was just touring the country with his exorbitantly large army to ensure everything was in order.",4223,1,
dlg_cathedral_outro_05,"Thank God, the Foresighted Evil had provided for this contingency. The Dungeonheart was charged with evilness and enough energy to act as a teleporter. For Thalya, of course…",4225,1,
dlg_cathedral_outro_06,"Oh good, then all the best, brave warriors and… Stop them! Right, I'm out of here…",4226,2,
dlg_cathedral_outro_07,"With a plop, Thalya dissipated and disappeared to a far away – and safe! – place. The rest of the Sacrificing Evil's creatures looked astonished as their general fled, but only for a moment, as they already found themselves facing an unpleasant army of good.",4311,1,
dlg_cathedral_outro_08,"This is the work of that damn pointy eared wench! I always warned Tanos that those miserable Dark Elves couldn't be trusted. Criminals, the lot of them! But enough is enough. I'm going to find that shifty wench and use her ears as bookmarks!",4312,7,
dlg_cathedral_outro_lose_01,"Aargh, I've been defeated! I should have stayed on the side of Good!",4227,2,
dlg_cathedral_outro_lose_02,"The Goofy Evil had allowed the Dungeonheart to be destroyed… In the second mission… Hmm… Well, things sometimes do happen… Ha ha!",4310,1,
dlg_cathedral_second_evil_hub_end_01,"The second island of the good was mercilessly overrun by the Strategically-Savvy Evil's hordes and turned into an evil island. Soon more of that exquisite evilness would be bubbling to the surface. Ha ha ha, excellent.",4216,1,
dlg_cathedral_second_evil_hub_end_02,Even better than in Dungeons 2! Not that I'm out to plug it or its fantastic add-on or anything. I'd never do that!,4277,1,
dlg_cathedral_tech_tree_end_01,"The new, improved Research Menu (TM) opened and gave an overview of currently available technologies. At the moment the selection was still limited, but that would change. After all, this Evil crusade had only just begun.",4199,1,
dlg_cathedral_tech_tree_reminder_01,The Somewhat-Sluggish Evil had so far failed to gain an overview of the many research opportunities. It hurriedly did so!,4198,1,
dlg_cathedral_tech_tree_reminder_02,"The new, improved Research Menu (TM) STILL hasn't received a single glance! The Slightly-Feeble-Minded Evil NOW did so! Get a move on!",4257,1,
dlg_cathedral_tech_tree_reminder_03,"Listen, am I being ignored here or what? They pay me a lot of money to guide you through this second-class game! So go ahead, just open the stupid Research Menu (TM) already. A number of people worked on it for weeks. Ok, days… at least, when they weren’t watching cat videos or fetching coffee and cigarettes, but that’s not important! Just open the thing!",4258,1,
dlg_cathedral_tech_tree_start_01,"The Grandiose Evil's helpers had not been idle. Well, they hadn't exhausted themselves either, but… anyway, there were now some research projects the Researching Evil could pursue. The new, improved Research Menu (TM) was now available!",4197,1,
dlg_cathedral_threat_blueprint_end_choice_evil_hub_alive_01,"The Good camp has been destroyed! Victory is ours! Evil is victorious! Ha, good thing I switched sides!",4218,2,
dlg_cathedral_threat_blueprint_end_choice_evil_hub_alive_02,"And so it was that the good camp was destroyed by the Battle-Wise Evil's army. Now it was time to take over all of the Good islands, but that would be a cakewalk! Easy as stealing candy from a baby!",4301,1,
dlg_champion_wave_random_01,Goddess-blessed Heroes are on their way to your Dungeon!,10153,1,
dlg_champion_wave_random_02,Blessed Heroes are on their way to your Dungeon!,10154,1,
dlg_champion_wave_random_03,Additional blessed Heroes are headed for your Dungeon!,10155,1,
dlg_coldlight_big_city_ambush_info_01,"The Guileful Evil had knocked over a stone pillar, damaging the city wall severely. A smart move!",6389,1,
dlg_coldlight_big_city_info_01,The Exploratory Evil had discovered a human city once home to a dark subculture – Extragoth. It was heavily guarded. An attack would have about the same chance of success as a snowball in hell. Maybe there were other ways to get in there…,6388,1,
dlg_coldlight_dwarf_city_info_01,"One of the two cities was the dwarven city of Oreobor, not to be confused with the dwarven city with the hobbit or those sacrilicious cookies, as we really don’t want to be sued! Well… not again, anyway!",6386,1,
dlg_coldlight_dwarf_city_info_02,"Best we just forget the name quickly and deal with the important things, such as the Catapult located there that fired indiscriminately at evil creatures and stood under one of those deplorable mage tower shield generators!",6420,1,
dlg_coldlight_dwarf_city_info_03,"We’ll flatten that thing, tear it to pieces, we’ll spray it with water so it rusts!",6421,2,
dlg_coldlight_eg_obelisk_found_info_01,"The Lucky Evil had found a magical obelisk! Its magic could be channeled to form a projectile. However, some Stone Guards rose, obviously not at all enthusiastic about the idea.",6380,1,
dlg_coldlight_eg_obelisk_occupied_info_01,"The Possessive Evil had taken the obelisk, and could from then on concentrate its energy to form magical projectiles. He, he, he, this was going to be fun!",6381,1,
dlg_coldlight_eg_obelisk_skill_ready_random_01,An obelisk was ready to create a magical projectile!,6382,1,
dlg_coldlight_eg_obelisk_skill_ready_random_02,An obelisks magic was ready for use!,6409,1,
dlg_coldlight_eg_obelisk_skill_ready_random_03,An obelisks magic was now available!,6410,1,
dlg_coldlight_eg_way_info_01,"The Eagle-Eyed Evil had spotted something glittering and flashing on a small island. However, this was not easy to get to, but perhaps a little force could turn that stone into a bridge.",6379,1,
dlg_coldlight_generator_destroyed_info_01,"The mage tower shield generator had been destroyed, leaving the Catapult unprotected. Just the way the Unprotected-Exploiting Evil liked it!",6387,1,
dlg_coldlight_heroes_activate_01,"The local heroes were not as deaf as was thought, and so the Dungeon under their feet had not escaped their notice. With Tanos having deemed the failure to attack evil creatures as high treason, they hurried to attack the Dungeon as quickly as possible.",6378,1,
dlg_coldlight_heroes_activate_02,"Just let them come! We'll cut them up, chop them up and pour lye into their eyes!",6408,2,
dlg_coldlight_intro_01,The Teleporting Evil had freed Thalya from Tanos‘ torture chamber and sent her to a distant location.,3953,1,
dlg_coldlight_intro_02,"Yeah, thanks for that by the way.",6393,2,
dlg_coldlight_intro_03,"Quiet, I’m having one of my excessive monologues! Now, where was I? Oh yes… Freed. Thalya wondered what she was supposed to do here.",6394,1,
dlg_coldlight_intro_04,"Yeah, what am I doing here, anyway?",6395,2,
dlg_coldlight_intro_05,"I said QUIET! Hmm, oh, yeah… supposed to do… The Planning Evil had teleported her close to Mount Destiny. There she would have to face the tests to become a real lightsabre wielder… I mean to become a true evil!",6396,1,
dlg_coldlight_intro_06,"And don’t worry, she wouldn’t have to carry the Well-Nourished Evil on her back!",6397,1,
dlg_coldlight_intro_07,"But the road to Mount Destiny was lined with two thriving cities. For better or for worse, these would first have to be dealt with.",6398,1,
dlg_coldlight_intro_11,"Well, good and evil are concepts defined by the viewer. From his fanatical, crazy view of the world, Tanos probably still thinks that he is a champion of Good.",6405,2,
dlg_coldlight_intro_12,"You mean we could be the good guys in the end, then?",6406,9,
dlg_coldlight_intro_13,"Sure, why not? So, now pull yourself together! There are heroes here to be thrashed and tortured!",6407,2,
dlg_coldlight_mission_caption,Two Sides Of The Medal,5597,1,
dlg_coldlight_mission_description,The Helpful Evil had freed Thalya from her foster father Tanos’ tortures. But another confrontation was inevitable. Thalya had to be prepared for it.,5615,1,
dlg_coldlight_mountain_cliff_info_01,"The Waylaying Evil had discovered a prominence perfectly suited to an ambush. Splendid, he, he, he!",3963,1,
dlg_coldlight_obelisk_skill_not_ready_random_01,"The Frayed-Nerved Evil tried to use one of the obelisks but, unfortunately, it was not yet fully charged and instead of a magical projectile only a small puff of smoke appeared.",6383,1,
dlg_coldlight_obelisk_skill_not_ready_random_02,"The Impatient Evil tried to use one of the obelisks before it was ready. Instead of a magical projectile, all it produced was a loud fart sound!",6411,1,
dlg_coldlight_outro_01,Thalya and the Oh-So-Proud Evil had done a great job and reduced both cities to piles of smoking rubble. The road to Mount Destiny was now wide open.,6390,1,
dlg_coldlight_outro_02,"Phew, that was fun. After the… thing with Tanos I didn’t think I still had it in me, but yes, I can still destroy!",6415,2,
dlg_coldlight_outro_03,"That was efficient of you… I mean, me! You know, I’ve become quite used to this whole being evil thing. It’s not bad.",6416,9,
dlg_coldlight_outro_04,"Ha, you see, that’s what I like to hear! There’s obviously enough of me in you! Like, of you and me… Oh, this split personality thing is still totally confusing.",6417,2,
dlg_coldlight_outro_05,"An exciting monolog – or is it dialog? – which I want to end at this point due to total boredom. Besides, the conversation doesn’t include the brilliant Narrator, so it’s completely absurd anyway.",6418,1,
dlg_coldlight_outro_06,"Anyway, the Worry-Free Evil continued on. TO MOUNT DESTINY!",6419,1,
dlg_coldlight_outro_lose_01,"The Careless Evil had not taken enough care of its Dungeonheart, and so it shattered under the attackers’ blows. That was disappointing, but somehow I kind of expected it…",6391,1,
dlg_coldlight_second_obelisk_found_info_01,The Stumbling-Upon-Stuff-As-If-By-Chance Evil had found a second obelisk. This too would be able to create powerful magical projectiles and was therefore well guarded.,6384,1,
dlg_coldlight_second_obelisk_occupied_info_01,"The Monopolizing Evil had now taken the second obelisk, too. True to the motto: Two are better than one, it could now use twice the amount of destructive energy.",6507,1,
dlg_coldlight_stone_guards_random_01,The Wandering Evil had awakened a few Stone Guards who were sleeping peacefully in the Underground. They were more than unhappy about the whole thing!,6385,1,
dlg_coldlight_stone_guards_random_02,"The Stomping Evil had startled a few Stone Guards, which unfortunately didn’t impress them at all…",6413,1,
dlg_coldlight_stone_guards_random_03,The Has-To-Explore-Everything Evil had roused a few Stone Guards. These wanted to explain with big stony fists exactly what they thought of that…,6414,1,
dlg_darksword_heroes_active_fallback_01,"The Alarmed Evil emerged into the Overworld… or, more precisely, its army did. There the last troops of the Not-Quite-So-Free Cities had been hiding in their homes, quivering. As the evil creatures ventured out into the Overworld, they felt compelled to face the very last battle and set off for the Dungeon.",3973,1,
dlg_darksword_heroes_active_start_01,"The Cocooning Evil had merrily entrenched itself in the Dungeon. But the troops from the Not-Quite-So-Free Cities scented a chance to gain the upper hand with Tanos’ presence and gathered, ready to storm the Dungeon for the Good!",3972,1,
dlg_darksword_heroes_active_start_02,"Let them come! We’ll tear them a new one, put them over our knees, tell ‘em bad jokes!",6217,2,
dlg_darksword_intro_01,"The time has come to stop you once and for all, Thalya! You have brought sorrow to this land and killed my stalwarts, my FRIENDS! You are truly evil!",3966,3,
dlg_darksword_intro_02,"Thank you, I do try! But you want to stop me? You and what army?",6192,2,
dlg_darksword_intro_03,Army? I'll show you my army! Feel the wrath of the Goddess while I open the gates to Valhalla!,6193,3,
dlg_darksword_intro_04,"Tanos’ divine power flowed through the land and began to open a portal in the Dungeon, a portal which transported revoltingly noble and good-natured heroes from the afterworld directly into the Dungeon!",6194,1,
dlg_darksword_intro_05,"Uh, ok… Here comes the army…",6195,2,
dlg_darksword_intro_07,"Thalya was clearly overwhelmed by the situation. The Annoyed Evil sighed. Obviously, it would have to take care of the matter itself.",6197,1,
dlg_darksword_intro_08,"Hey, great idea! It’s about time I got to know the big boss, anyway!",6198,2,
dlg_darksword_intro_09,"Bringing the Absolute Evil here would require a great deal of chaotic magic. No Mana would work here, we’re talking substantial sacrifices!",6215,1,
dlg_darksword_intro_10,This would require a number of “volunteers” to be taken from the Prison and thrown into the Sacrificial Pit!,6216,1,
dlg_darksword_laboratory_end_01,The laboratory was ready for use. Undead could from now on work there to turn Mana and Toolboxes into the greatly prized Magic Toolboxes. An insane success!,7519,1,
dlg_darksword_laboratory_gimmick_reminder_01,"While the Short-Sighted Evil had indeed built a Laboratory, it had not yet gotten around to building the appropriate Workplace there. And so it was that the only things to fill the Room were dust and spider webs.",7518,1,
dlg_darksword_laboratory_gimmick_reminder_02,"Hey you, those Laboratories are useless without a Workplace. It’s nice that you actually managed to build the Room, but this isn’t kindergarten, where we just write “always tried hard” into your report card! Now, get a move on and build the damned thing!",7525,1,
dlg_darksword_laboratory_reminder_01,The Unspeakable Evil had still not built a Laboratory and therefore couldn’t produce Magic Toolboxes itself. Sad but true!,7517,1,
dlg_darksword_laboratory_reminder_02,The Lazy Evil still hadn’t lifted a finger towards building a Laboratory. It finally woke up and started to do just that.,7523,1,
dlg_darksword_laboratory_reminder_03,"Look, you're not the sharpest knife in the drawer, are you? The poor sods at Realmforge worked day and night to integrate these Magic Toolboxes and the associated muuuuch better Workplaces into the game and you can’t be bothered to build a damn lab? Go on, get your arse in gear!",7524,1,
dlg_darksword_laboratory_start_01,The Constantly-Nagging Evil’s tireless Little Snots had uncovered a number of Magic Toolboxes in the Underground. They could be used to produce much better Workplaces.,7516,1,
dlg_darksword_laboratory_start_02,"Really? Excellent, is there any other way to get these Magic Toolboxes?",7520,2,
dlg_darksword_laboratory_start_03,"As a matter of fact, the Magic-Toolbox-Wanting Evil could produce them itself. All it had to do was build a Laboratory, where Undead could combine Toolboxes and Mana to make those Magic Toolboxes.",7521,1,
dlg_darksword_laboratory_start_04,"That sounds extremely simple. Come on, you lazy Little Snots, build one of those Laboratories! NOW!",7522,2,
dlg_darksword_mission_caption,I Am Your Father!,5594,1,
dlg_darksword_mission_description,The Not-Quite-So-Free Cities were naught but smoking ruins. But Tanos had now reached Thalya and the Surprised Evil’s army. An epic battle loomed…,5612,1,
dlg_darksword_outro_01,It is time! Finally. Time to kick the arse of Tanos!,3991,2,
dlg_darksword_outro_02,"Never, abomination! You have no power here! You shall not pass!",6227,3,
dlg_darksword_outro_fallback_01,"The Panicky Evil tried to conjure itself, but had not yet collected enough heroes…",5004,1,
dlg_darksword_outro_loss_01,"The Pitiful Evil failed when its Dungeonheart bit the dust. As in so many stories, here too Good triumphed…",3992,1,
dlg_darksword_outrovideo_01,The time had finally come. The ABSOLUTE EVIL rose from the depths of the Temple.,6755,1,
dlg_darksword_outrovideo_02,"Not a second too soon, as Tanos once again called countless heroes from his portals!",6756,1,
dlg_darksword_outrovideo_03,"But these heroes were, of course, no danger to the Immortal Evil. More like a nice warm-up routine!",6757,1,
dlg_darksword_outrovideo_04,"It joyfully cut its way through the enemy ranks, their blood spurting in all directions. The censors won’t like that bit – but we don’t care!",6758,1,
dlg_darksword_outrovideo_05,"After those enemies had been destroyed, the Malicious Evil turned to Tanos. An epic duel began!",6759,1,
dlg_darksword_outrovideo_06,"The two opponents’ powers briefly washed them in bright light, while wild tendrils of energy darted through the air.",6760,1,
dlg_darksword_outrovideo_07,They exchanged a few blows before freezing into an epic pose for a staring contest.,6761,1,
dlg_darksword_outrovideo_08,"A clichéd battle, the kind one sees in every second anime, where it spends three entire episodes on the same scene.",6762,1,
dlg_darksword_outrovideo_09,But the opponents were not as equal as one would believe.,6763,1,
dlg_darksword_outrovideo_10,Tanos realized that he was no match for the Absolute Evil!,6764,1,
dlg_darksword_outrovideo_11,"Fear took hold of him as his defeat became foreseeable, and his courage and his will dwindled.",6765,1,
dlg_darksword_outrovideo_12,But his Goddess showed mercy when he implored her.,6766,1,
dlg_darksword_outrovideo_13,"She protected him with a divine shield, so that he could use his Homestone to teleport to safety.",6767,1,
dlg_darksword_outrovideo_14,"The Absolute Evil erupted in wild insults, which anyone familiar with the war-game craft could fully understand!",6768,1,
dlg_darksword_outrovideo_15,"Unfortunately, the Unspeaking Evil had no voice, so it only hissed silently to itself and waved its hands in a threatening manner.",6769,1,
dlg_darksword_outrovideo_16,"Unfortunately, it couldn’t stay in this place forever, and so the Homey Evil once again disappeared.",6770,1,
dlg_darksword_outrovideo_17,"But Thalya had tasted blood! The disgrace of her failure sat deep, causing her to pursue Tanos.",6771,1,
dlg_darksword_outrovideo_18,She drove the Having-An-Ice-Cold-Drink-At-Home Evil’s army on towards the capital in a forced march.,6772,1,
dlg_darksword_outrovideo_19,"Shortly thereafter, Thalya stood before Stormbreeze, ready to end the conflict once and for all.",6773,1,
dlg_darksword_outrovideo_caption,I Am Your Father! – Outro,8146,1,
dlg_darksword_outrovideo_description,"Thalya had summoned the Absolute Evil to help her in the fight against her foster father, Tanos.",8147,1,
dlg_darksword_outside_evillicated_info_01,The Conquest-Craving Evil had destroyed parts of the Overworld. Things were going well!,3987,1,
dlg_darksword_outside_evillicated_info_02,"Do you think that impresses me? Ha, that just makes me even more angry! The Warriors of Valhalla will pass judgment upon you! Oh yes, and my reinforcements, of course, ha ha ha!",6233,3,
dlg_darksword_outside_evillicated_info_03,"Scattered defenders from the Not-Quite-So-Free Cities trickled in over the old road. Impudently enough, they appeared to be interested in making the Overworld GOOD again!",7940,1,
dlg_darksword_outside_evillicated_info_04,"What? Keep them, cut them to pieces, take their hero licenses away!",7941,2,
dlg_darksword_prisoners_00_info_01,The Exploratory Evil had discovered a few caged contaminated in one of the villages. If someone were to free them and then kill them…,3974,1,
dlg_darksword_prisoners_00_info_02,"New Undead? Excellent! Go, save them, free them, and SEND THEM TO THE SLAUGHTER!",6218,2,
dlg_darksword_prisoners_01_info_01,"The Scouting Evil had discovered more contaminated who would joyfully join its army! Once they’d died, of course…",3975,1,
dlg_darksword_prisoners_02_info_01,"The Amazingly-Widely-Traveled Evil had spotted more contaminated! Following their early death, these would gladly join his army.",3980,1,
dlg_darksword_prisoners_03_info_01,The Diligently-Exploring-The-Map Evil had found some additional contaminated. It knew what it had to do and was already whetting its knives…,3981,1,
dlg_darksword_sacrifice_end_01,"The Sacrificing Evil had tossed a prisoner into the Sacrificial Pit, delighting the Dark Gods. However, many more sacrifices would be required before the Self-Summoning Evil could… would be summoned!",3969,1,
dlg_darksword_sacrifice_end_02,"Human sacrifice? Thalya, how deep have you sunk? I will cleanse you all!",6205,3,
dlg_darksword_sacrifice_reminder_01,The Overworked Evil had so far failed to transfer a prisoner from the Prison to the Sacrificial Pit. It quickly did so.,3968,1,
dlg_darksword_sacrifice_reminder_02,"The Benighted Evil had failed to take a prisoner from the Prison to the Sacrificial Pit to… well, sacrifice him! The prisoners were really very happy about that…",6204,1,
dlg_darksword_sacrifice_start_01,The Wanting-To-Summon-Itself Evil had captured a hero and “stored” him in the Prison. It quickly set about taking him out of there and throwing him into the Sacrificial Pit!,6203,1,
dlg_darksword_summon_bonus_end_01,"The Hunting-Every-Conceivable-Challenge Evil had sacrificed more heroes than the creators of this title had ever dreamed of. But hey, they were also total losers… Uh, *cough*, where was I? However, the Slated Evil’s thirst for sacrifice had been satisfied, so it could now be summoned in all good conscience.",3990,1,
dlg_darksword_summon_bonus_info_01,"Glug, glug, glug went the Sacrificial Pit!",3989,1,
dlg_darksword_summon_bonus_info_02,"Excuse me, may we talk with you about our Lord and Savior, The Absolute Evil? Oh, you’re being sacrificed at the moment? Well, maybe later then!",6239,1,
dlg_darksword_summon_bonus_info_03,"Is it a bird? Is it a plane? No, it’s a hero being thrown directly into the Sacrificial Pit by the Hand of Terror itself!",6240,1,
dlg_darksword_summon_bonus_info_04,"Can you hear the ever-quieting screams? Yes, that’s the hero you just threw into the Sacrificial Pit!",6241,1,
dlg_darksword_summon_bonus_info_05,"Girl or boy matters not a whit, off into the Sacrificial Pit.",6242,1,
dlg_darksword_summon_full_info_01,Done! The Freshening-Up-For-The-Summoning Evil had sacrificed enough heroes. There was nothing left to prevent its arrival. But could it wait just a little longer?,3988,1,
dlg_darksword_summon_full_info_02,"That almost sounds like a challenge. Psh, of course we can hold the fort… for a while, at least…",6238,2,
